,value,series_name,date
106,5.9,unemp_rate,1959-02-01
107,6.0,unemp_rate,1959-01-01
108,6.2,unemp_rate,1958-12-01
109,6.2,unemp_rate,1958-11-01
110,6.7,unemp_rate,1958-10-01
111,7.1,unemp_rate,1958-09-01
112,7.4,unemp_rate,1958-08-01
113,7.5,unemp_rate,1958-07-01
114,7.3,unemp_rate,1958-06-01
115,7.4,unemp_rate,1958-05-01
116,7.4,unemp_rate,1958-04-01
117,6.7,unemp_rate,1958-03-01
118,6.4,unemp_rate,1958-02-01
119,5.8,unemp_rate,1958-01-01
120,5.2,unemp_rate,1957-12-01
121,5.1,unemp_rate,1957-11-01
122,4.5,unemp_rate,1957-10-01
123,4.4,unemp_rate,1957-09-01
124,4.1,unemp_rate,1957-08-01
125,4.2,unemp_rate,1957-07-01
126,4.3,unemp_rate,1957-06-01
127,4.1,unemp_rate,1957-05-01
128,3.9,unemp_rate,1957-04-01
129,3.7,unemp_rate,1957-03-01
130,3.9,unemp_rate,1957-02-01
131,4.2,unemp_rate,1957-01-01
132,4.2,unemp_rate,1956-12-01
133,4.3,unemp_rate,1956-11-01
134,3.9,unemp_rate,1956-10-01
135,3.9,unemp_rate,1956-09-01
136,4.1,unemp_rate,1956-08-01
137,4.4,unemp_rate,1956-07-01
138,4.3,unemp_rate,1956-06-01
139,4.3,unemp_rate,1956-05-01
140,4.0,unemp_rate,1956-04-01
141,4.2,unemp_rate,1956-03-01
142,3.9,unemp_rate,1956-02-01
143,4.0,unemp_rate,1956-01-01
144,4.2,unemp_rate,1955-12-01
145,4.2,unemp_rate,1955-11-01
146,4.3,unemp_rate,1955-10-01
147,4.1,unemp_rate,1955-09-01
148,4.2,unemp_rate,1955-08-01
149,4.0,unemp_rate,1955-07-01
150,4.2,unemp_rate,1955-06-01
151,4.3,unemp_rate,1955-05-01
152,4.7,unemp_rate,1955-04-01
153,4.6,unemp_rate,1955-03-01
154,4.7,unemp_rate,1955-02-01
155,4.9,unemp_rate,1955-01-01
156,5.0,unemp_rate,1954-12-01
157,5.3,unemp_rate,1954-11-01
158,5.7,unemp_rate,1954-10-01
159,6.1,unemp_rate,1954-09-01
160,6.0,unemp_rate,1954-08-01
161,5.8,unemp_rate,1954-07-01
162,5.6,unemp_rate,1954-06-01
163,5.9,unemp_rate,1954-05-01
164,5.9,unemp_rate,1954-04-01
165,5.7,unemp_rate,1954-03-01
166,5.2,unemp_rate,1954-02-01
167,4.9,unemp_rate,1954-01-01
168,4.5,unemp_rate,1953-12-01
169,3.5,unemp_rate,1953-11-01
170,3.1,unemp_rate,1953-10-01
171,2.9,unemp_rate,1953-09-01
172,2.7,unemp_rate,1953-08-01
173,2.6,unemp_rate,1953-07-01
174,2.5,unemp_rate,1953-06-01
175,2.5,unemp_rate,1953-05-01
176,2.7,unemp_rate,1953-04-01
177,2.6,unemp_rate,1953-03-01
178,2.6,unemp_rate,1953-02-01
179,2.9,unemp_rate,1953-01-01
180,2.7,unemp_rate,1952-12-01
181,2.8,unemp_rate,1952-11-01
182,3.0,unemp_rate,1952-10-01
183,3.1,unemp_rate,1952-09-01
184,3.4,unemp_rate,1952-08-01
185,3.2,unemp_rate,1952-07-01
186,3.0,unemp_rate,1952-06-01
187,3.0,unemp_rate,1952-05-01
188,2.9,unemp_rate,1952-04-01
189,2.9,unemp_rate,1952-03-01
190,3.1,unemp_rate,1952-02-01
191,3.2,unemp_rate,1952-01-01
192,3.1,unemp_rate,1951-12-01
193,3.5,unemp_rate,1951-11-01
194,3.5,unemp_rate,1951-10-01
195,3.3,unemp_rate,1951-09-01
196,3.1,unemp_rate,1951-08-01
197,3.1,unemp_rate,1951-07-01
198,3.2,unemp_rate,1951-06-01
199,3.0,unemp_rate,1951-05-01
200,3.1,unemp_rate,1951-04-01
201,3.4,unemp_rate,1951-03-01
202,3.4,unemp_rate,1951-02-01
203,3.7,unemp_rate,1951-01-01
204,4.3,unemp_rate,1950-12-01
205,4.2,unemp_rate,1950-11-01
206,4.2,unemp_rate,1950-10-01
207,4.4,unemp_rate,1950-09-01
208,4.5,unemp_rate,1950-08-01
209,5.0,unemp_rate,1950-07-01
210,5.4,unemp_rate,1950-06-01
211,5.5,unemp_rate,1950-05-01
212,5.8,unemp_rate,1950-04-01
213,6.3,unemp_rate,1950-03-01
214,6.4,unemp_rate,1950-02-01
215,6.5,unemp_rate,1950-01-01
216,6.6,unemp_rate,1949-12-01
217,6.4,unemp_rate,1949-11-01
218,7.9,unemp_rate,1949-10-01
219,6.6,unemp_rate,1949-09-01
220,6.8,unemp_rate,1949-08-01
221,6.7,unemp_rate,1949-07-01
222,6.2,unemp_rate,1949-06-01
223,6.1,unemp_rate,1949-05-01
224,5.3,unemp_rate,1949-04-01
225,5.0,unemp_rate,1949-03-01
226,4.7,unemp_rate,1949-02-01
227,4.3,unemp_rate,1949-01-01
228,4.0,unemp_rate,1948-12-01
229,3.8,unemp_rate,1948-11-01
230,3.7,unemp_rate,1948-10-01
231,3.8,unemp_rate,1948-09-01
232,3.9,unemp_rate,1948-08-01
233,3.6,unemp_rate,1948-07-01
234,3.6,unemp_rate,1948-06-01
235,3.5,unemp_rate,1948-05-01
236,3.9,unemp_rate,1948-04-01
237,4.0,unemp_rate,1948-03-01
238,3.8,unemp_rate,1948-02-01
239,3.4,unemp_rate,1948-01-01
0,6.6,unemp_rate,1986-12-01
1,6.9,unemp_rate,1986-11-01
2,7.0,unemp_rate,1986-10-01
3,7.0,unemp_rate,1986-09-01
4,6.9,unemp_rate,1986-08-01
5,7.0,unemp_rate,1986-07-01
6,7.2,unemp_rate,1986-06-01
7,7.2,unemp_rate,1986-05-01
8,7.1,unemp_rate,1986-04-01
9,7.2,unemp_rate,1986-03-01
10,7.2,unemp_rate,1986-02-01
11,6.7,unemp_rate,1986-01-01
12,7.0,unemp_rate,1985-12-01
13,7.0,unemp_rate,1985-11-01
14,7.1,unemp_rate,1985-10-01
15,7.1,unemp_rate,1985-09-01
16,7.1,unemp_rate,1985-08-01
17,7.4,unemp_rate,1985-07-01
18,7.4,unemp_rate,1985-06-01
19,7.2,unemp_rate,1985-05-01
20,7.3,unemp_rate,1985-04-01
21,7.2,unemp_rate,1985-03-01
22,7.2,unemp_rate,1985-02-01
23,7.3,unemp_rate,1985-01-01
24,7.3,unemp_rate,1984-12-01
25,7.2,unemp_rate,1984-11-01
26,7.4,unemp_rate,1984-10-01
27,7.3,unemp_rate,1984-09-01
28,7.5,unemp_rate,1984-08-01
29,7.5,unemp_rate,1984-07-01
30,7.2,unemp_rate,1984-06-01
31,7.4,unemp_rate,1984-05-01
32,7.7,unemp_rate,1984-04-01
33,7.8,unemp_rate,1984-03-01
34,7.8,unemp_rate,1984-02-01
35,8.0,unemp_rate,1984-01-01
36,8.3,unemp_rate,1983-12-01
37,8.5,unemp_rate,1983-11-01
38,8.8,unemp_rate,1983-10-01
39,9.2,unemp_rate,1983-09-01
40,9.5,unemp_rate,1983-08-01
41,9.4,unemp_rate,1983-07-01
42,10.1,unemp_rate,1983-06-01
43,10.1,unemp_rate,1983-05-01
44,10.2,unemp_rate,1983-04-01
45,10.3,unemp_rate,1983-03-01
46,10.4,unemp_rate,1983-02-01
47,10.4,unemp_rate,1983-01-01
48,10.8,unemp_rate,1982-12-01
49,10.8,unemp_rate,1982-11-01
50,10.4,unemp_rate,1982-10-01
51,10.1,unemp_rate,1982-09-01
52,9.8,unemp_rate,1982-08-01
53,9.8,unemp_rate,1982-07-01
54,9.6,unemp_rate,1982-06-01
55,9.4,unemp_rate,1982-05-01
56,9.3,unemp_rate,1982-04-01
57,9.0,unemp_rate,1982-03-01
58,8.9,unemp_rate,1982-02-01
59,8.6,unemp_rate,1982-01-01
60,8.5,unemp_rate,1981-12-01
61,8.3,unemp_rate,1981-11-01
62,7.9,unemp_rate,1981-10-01
63,7.6,unemp_rate,1981-09-01
64,7.4,unemp_rate,1981-08-01
65,7.2,unemp_rate,1981-07-01
66,7.5,unemp_rate,1981-06-01
67,7.5,unemp_rate,1981-05-01
68,7.2,unemp_rate,1981-04-01
69,7.4,unemp_rate,1981-03-01
70,7.4,unemp_rate,1981-02-01
71,7.5,unemp_rate,1981-01-01
72,7.2,unemp_rate,1980-12-01
73,7.5,unemp_rate,1980-11-01
74,7.5,unemp_rate,1980-10-01
75,7.5,unemp_rate,1980-09-01
76,7.7,unemp_rate,1980-08-01
77,7.8,unemp_rate,1980-07-01
78,7.6,unemp_rate,1980-06-01
79,7.5,unemp_rate,1980-05-01
80,6.9,unemp_rate,1980-04-01
81,6.3,unemp_rate,1980-03-01
82,6.3,unemp_rate,1980-02-01
83,6.3,unemp_rate,1980-01-01
84,6.0,unemp_rate,1979-12-01
85,5.9,unemp_rate,1979-11-01
86,6.0,unemp_rate,1979-10-01
87,5.9,unemp_rate,1979-09-01
88,6.0,unemp_rate,1979-08-01
89,5.7,unemp_rate,1979-07-01
90,5.7,unemp_rate,1979-06-01
91,5.6,unemp_rate,1979-05-01
92,5.8,unemp_rate,1979-04-01
93,5.8,unemp_rate,1979-03-01
94,5.9,unemp_rate,1979-02-01
95,5.9,unemp_rate,1979-01-01
96,6.0,unemp_rate,1978-12-01
97,5.9,unemp_rate,1978-11-01
98,5.8,unemp_rate,1978-10-01
99,6.0,unemp_rate,1978-09-01
100,5.9,unemp_rate,1978-08-01
101,6.2,unemp_rate,1978-07-01
102,5.9,unemp_rate,1978-06-01
103,6.0,unemp_rate,1978-05-01
104,6.1,unemp_rate,1978-04-01
105,6.3,unemp_rate,1978-03-01
106,6.3,unemp_rate,1978-02-01
107,6.4,unemp_rate,1978-01-01
108,6.4,unemp_rate,1977-12-01
109,6.8,unemp_rate,1977-11-01
110,6.8,unemp_rate,1977-10-01
111,6.8,unemp_rate,1977-09-01
112,7.0,unemp_rate,1977-08-01
113,6.9,unemp_rate,1977-07-01
114,7.2,unemp_rate,1977-06-01
115,7.0,unemp_rate,1977-05-01
116,7.2,unemp_rate,1977-04-01
117,7.4,unemp_rate,1977-03-01
118,7.6,unemp_rate,1977-02-01
119,7.5,unemp_rate,1977-01-01
120,7.8,unemp_rate,1976-12-01
121,7.8,unemp_rate,1976-11-01
122,7.7,unemp_rate,1976-10-01
123,7.6,unemp_rate,1976-09-01
124,7.8,unemp_rate,1976-08-01
125,7.8,unemp_rate,1976-07-01
126,7.6,unemp_rate,1976-06-01
127,7.4,unemp_rate,1976-05-01
128,7.7,unemp_rate,1976-04-01
129,7.6,unemp_rate,1976-03-01
130,7.7,unemp_rate,1976-02-01
131,7.9,unemp_rate,1976-01-01
132,8.2,unemp_rate,1975-12-01
133,8.3,unemp_rate,1975-11-01
134,8.4,unemp_rate,1975-10-01
135,8.4,unemp_rate,1975-09-01
136,8.4,unemp_rate,1975-08-01
137,8.6,unemp_rate,1975-07-01
138,8.8,unemp_rate,1975-06-01
139,9.0,unemp_rate,1975-05-01
140,8.8,unemp_rate,1975-04-01
141,8.6,unemp_rate,1975-03-01
142,8.1,unemp_rate,1975-02-01
143,8.1,unemp_rate,1975-01-01
144,7.2,unemp_rate,1974-12-01
145,6.6,unemp_rate,1974-11-01
146,6.0,unemp_rate,1974-10-01
147,5.9,unemp_rate,1974-09-01
148,5.5,unemp_rate,1974-08-01
149,5.5,unemp_rate,1974-07-01
150,5.4,unemp_rate,1974-06-01
151,5.1,unemp_rate,1974-05-01
152,5.1,unemp_rate,1974-04-01
153,5.1,unemp_rate,1974-03-01
154,5.2,unemp_rate,1974-02-01
155,5.1,unemp_rate,1974-01-01
156,4.9,unemp_rate,1973-12-01
157,4.8,unemp_rate,1973-11-01
158,4.6,unemp_rate,1973-10-01
159,4.8,unemp_rate,1973-09-01
160,4.8,unemp_rate,1973-08-01
161,4.8,unemp_rate,1973-07-01
162,4.9,unemp_rate,1973-06-01
163,4.9,unemp_rate,1973-05-01
164,5.0,unemp_rate,1973-04-01
165,4.9,unemp_rate,1973-03-01
166,5.0,unemp_rate,1973-02-01
167,4.9,unemp_rate,1973-01-01
168,5.2,unemp_rate,1972-12-01
169,5.3,unemp_rate,1972-11-01
170,5.6,unemp_rate,1972-10-01
171,5.5,unemp_rate,1972-09-01
172,5.6,unemp_rate,1972-08-01
173,5.6,unemp_rate,1972-07-01
174,5.7,unemp_rate,1972-06-01
175,5.7,unemp_rate,1972-05-01
176,5.7,unemp_rate,1972-04-01
177,5.8,unemp_rate,1972-03-01
178,5.7,unemp_rate,1972-02-01
179,5.8,unemp_rate,1972-01-01
180,6.0,unemp_rate,1971-12-01
181,6.0,unemp_rate,1971-11-01
182,5.8,unemp_rate,1971-10-01
183,6.0,unemp_rate,1971-09-01
184,6.1,unemp_rate,1971-08-01
185,6.0,unemp_rate,1971-07-01
186,5.9,unemp_rate,1971-06-01
187,5.9,unemp_rate,1971-05-01
188,5.9,unemp_rate,1971-04-01
189,6.0,unemp_rate,1971-03-01
190,5.9,unemp_rate,1971-02-01
191,5.9,unemp_rate,1971-01-01
192,6.1,unemp_rate,1970-12-01
193,5.9,unemp_rate,1970-11-01
194,5.5,unemp_rate,1970-10-01
195,5.4,unemp_rate,1970-09-01
196,5.1,unemp_rate,1970-08-01
197,5.0,unemp_rate,1970-07-01
198,4.9,unemp_rate,1970-06-01
199,4.8,unemp_rate,1970-05-01
200,4.6,unemp_rate,1970-04-01
201,4.4,unemp_rate,1970-03-01
202,4.2,unemp_rate,1970-02-01
203,3.9,unemp_rate,1970-01-01
204,3.5,unemp_rate,1969-12-01
205,3.5,unemp_rate,1969-11-01
206,3.7,unemp_rate,1969-10-01
207,3.7,unemp_rate,1969-09-01
208,3.5,unemp_rate,1969-08-01
209,3.5,unemp_rate,1969-07-01
210,3.5,unemp_rate,1969-06-01
211,3.4,unemp_rate,1969-05-01
212,3.4,unemp_rate,1969-04-01
213,3.4,unemp_rate,1969-03-01
214,3.4,unemp_rate,1969-02-01
215,3.4,unemp_rate,1969-01-01
216,3.4,unemp_rate,1968-12-01
217,3.4,unemp_rate,1968-11-01
218,3.4,unemp_rate,1968-10-01
219,3.4,unemp_rate,1968-09-01
220,3.5,unemp_rate,1968-08-01
221,3.7,unemp_rate,1968-07-01
222,3.7,unemp_rate,1968-06-01
223,3.5,unemp_rate,1968-05-01
224,3.5,unemp_rate,1968-04-01
225,3.7,unemp_rate,1968-03-01
226,3.8,unemp_rate,1968-02-01
227,3.7,unemp_rate,1968-01-01
228,3.8,unemp_rate,1967-12-01
229,3.9,unemp_rate,1967-11-01
230,4.0,unemp_rate,1967-10-01
231,3.8,unemp_rate,1967-09-01
232,3.8,unemp_rate,1967-08-01
233,3.8,unemp_rate,1967-07-01
234,3.9,unemp_rate,1967-06-01
235,3.8,unemp_rate,1967-05-01
236,3.8,unemp_rate,1967-04-01
237,3.8,unemp_rate,1967-03-01
238,3.8,unemp_rate,1967-02-01
239,3.9,unemp_rate,1967-01-01
0,4.9,unemp_rate,2005-12-01
1,5.0,unemp_rate,2005-11-01
2,5.0,unemp_rate,2005-10-01
3,5.0,unemp_rate,2005-09-01
4,4.9,unemp_rate,2005-08-01
5,5.0,unemp_rate,2005-07-01
6,5.0,unemp_rate,2005-06-01
7,5.1,unemp_rate,2005-05-01
8,5.2,unemp_rate,2005-04-01
9,5.2,unemp_rate,2005-03-01
10,5.4,unemp_rate,2005-02-01
11,5.3,unemp_rate,2005-01-01
12,5.4,unemp_rate,2004-12-01
13,5.4,unemp_rate,2004-11-01
14,5.5,unemp_rate,2004-10-01
15,5.4,unemp_rate,2004-09-01
16,5.4,unemp_rate,2004-08-01
17,5.5,unemp_rate,2004-07-01
18,5.6,unemp_rate,2004-06-01
19,5.6,unemp_rate,2004-05-01
20,5.6,unemp_rate,2004-04-01
21,5.8,unemp_rate,2004-03-01
22,5.6,unemp_rate,2004-02-01
23,5.7,unemp_rate,2004-01-01
24,5.7,unemp_rate,2003-12-01
25,5.8,unemp_rate,2003-11-01
26,6.0,unemp_rate,2003-10-01
27,6.1,unemp_rate,2003-09-01
28,6.1,unemp_rate,2003-08-01
29,6.2,unemp_rate,2003-07-01
30,6.3,unemp_rate,2003-06-01
31,6.1,unemp_rate,2003-05-01
32,6.0,unemp_rate,2003-04-01
33,5.9,unemp_rate,2003-03-01
34,5.9,unemp_rate,2003-02-01
35,5.8,unemp_rate,2003-01-01
36,6.0,unemp_rate,2002-12-01
37,5.9,unemp_rate,2002-11-01
38,5.7,unemp_rate,2002-10-01
39,5.7,unemp_rate,2002-09-01
40,5.7,unemp_rate,2002-08-01
41,5.8,unemp_rate,2002-07-01
42,5.8,unemp_rate,2002-06-01
43,5.8,unemp_rate,2002-05-01
44,5.9,unemp_rate,2002-04-01
45,5.7,unemp_rate,2002-03-01
46,5.7,unemp_rate,2002-02-01
47,5.7,unemp_rate,2002-01-01
48,5.7,unemp_rate,2001-12-01
49,5.5,unemp_rate,2001-11-01
50,5.3,unemp_rate,2001-10-01
51,5.0,unemp_rate,2001-09-01
52,4.9,unemp_rate,2001-08-01
53,4.6,unemp_rate,2001-07-01
54,4.5,unemp_rate,2001-06-01
55,4.3,unemp_rate,2001-05-01
56,4.4,unemp_rate,2001-04-01
57,4.3,unemp_rate,2001-03-01
58,4.2,unemp_rate,2001-02-01
59,4.2,unemp_rate,2001-01-01
60,3.9,unemp_rate,2000-12-01
61,3.9,unemp_rate,2000-11-01
62,3.9,unemp_rate,2000-10-01
63,3.9,unemp_rate,2000-09-01
64,4.1,unemp_rate,2000-08-01
65,4.0,unemp_rate,2000-07-01
66,4.0,unemp_rate,2000-06-01
67,4.0,unemp_rate,2000-05-01
68,3.8,unemp_rate,2000-04-01
69,4.0,unemp_rate,2000-03-01
70,4.1,unemp_rate,2000-02-01
71,4.0,unemp_rate,2000-01-01
72,4.0,unemp_rate,1999-12-01
73,4.1,unemp_rate,1999-11-01
74,4.1,unemp_rate,1999-10-01
75,4.2,unemp_rate,1999-09-01
76,4.2,unemp_rate,1999-08-01
77,4.3,unemp_rate,1999-07-01
78,4.3,unemp_rate,1999-06-01
79,4.2,unemp_rate,1999-05-01
80,4.3,unemp_rate,1999-04-01
81,4.2,unemp_rate,1999-03-01
82,4.4,unemp_rate,1999-02-01
83,4.3,unemp_rate,1999-01-01
84,4.4,unemp_rate,1998-12-01
85,4.4,unemp_rate,1998-11-01
86,4.5,unemp_rate,1998-10-01
87,4.6,unemp_rate,1998-09-01
88,4.5,unemp_rate,1998-08-01
89,4.5,unemp_rate,1998-07-01
90,4.5,unemp_rate,1998-06-01
91,4.4,unemp_rate,1998-05-01
92,4.3,unemp_rate,1998-04-01
93,4.7,unemp_rate,1998-03-01
94,4.6,unemp_rate,1998-02-01
95,4.6,unemp_rate,1998-01-01
96,4.7,unemp_rate,1997-12-01
97,4.6,unemp_rate,1997-11-01
98,4.7,unemp_rate,1997-10-01
99,4.9,unemp_rate,1997-09-01
100,4.8,unemp_rate,1997-08-01
101,4.9,unemp_rate,1997-07-01
102,5.0,unemp_rate,1997-06-01
103,4.9,unemp_rate,1997-05-01
104,5.1,unemp_rate,1997-04-01
105,5.2,unemp_rate,1997-03-01
106,5.2,unemp_rate,1997-02-01
107,5.3,unemp_rate,1997-01-01
108,5.4,unemp_rate,1996-12-01
109,5.4,unemp_rate,1996-11-01
110,5.2,unemp_rate,1996-10-01
111,5.2,unemp_rate,1996-09-01
112,5.1,unemp_rate,1996-08-01
113,5.5,unemp_rate,1996-07-01
114,5.3,unemp_rate,1996-06-01
115,5.6,unemp_rate,1996-05-01
116,5.6,unemp_rate,1996-04-01
117,5.5,unemp_rate,1996-03-01
118,5.5,unemp_rate,1996-02-01
119,5.6,unemp_rate,1996-01-01
120,5.6,unemp_rate,1995-12-01
121,5.6,unemp_rate,1995-11-01
122,5.5,unemp_rate,1995-10-01
123,5.6,unemp_rate,1995-09-01
124,5.7,unemp_rate,1995-08-01
125,5.7,unemp_rate,1995-07-01
126,5.6,unemp_rate,1995-06-01
127,5.6,unemp_rate,1995-05-01
128,5.8,unemp_rate,1995-04-01
129,5.4,unemp_rate,1995-03-01
130,5.4,unemp_rate,1995-02-01
131,5.6,unemp_rate,1995-01-01
132,5.5,unemp_rate,1994-12-01
133,5.6,unemp_rate,1994-11-01
134,5.8,unemp_rate,1994-10-01
135,5.9,unemp_rate,1994-09-01
136,6.0,unemp_rate,1994-08-01
137,6.1,unemp_rate,1994-07-01
138,6.1,unemp_rate,1994-06-01
139,6.1,unemp_rate,1994-05-01
140,6.4,unemp_rate,1994-04-01
141,6.5,unemp_rate,1994-03-01
142,6.6,unemp_rate,1994-02-01
143,6.6,unemp_rate,1994-01-01
144,6.5,unemp_rate,1993-12-01
145,6.6,unemp_rate,1993-11-01
146,6.8,unemp_rate,1993-10-01
147,6.7,unemp_rate,1993-09-01
148,6.8,unemp_rate,1993-08-01
149,6.9,unemp_rate,1993-07-01
150,7.0,unemp_rate,1993-06-01
151,7.1,unemp_rate,1993-05-01
152,7.1,unemp_rate,1993-04-01
153,7.0,unemp_rate,1993-03-01
154,7.1,unemp_rate,1993-02-01
155,7.3,unemp_rate,1993-01-01
156,7.4,unemp_rate,1992-12-01
157,7.4,unemp_rate,1992-11-01
158,7.3,unemp_rate,1992-10-01
159,7.6,unemp_rate,1992-09-01
160,7.6,unemp_rate,1992-08-01
161,7.7,unemp_rate,1992-07-01
162,7.8,unemp_rate,1992-06-01
163,7.6,unemp_rate,1992-05-01
164,7.4,unemp_rate,1992-04-01
165,7.4,unemp_rate,1992-03-01
166,7.4,unemp_rate,1992-02-01
167,7.3,unemp_rate,1992-01-01
168,7.3,unemp_rate,1991-12-01
169,7.0,unemp_rate,1991-11-01
170,7.0,unemp_rate,1991-10-01
171,6.9,unemp_rate,1991-09-01
172,6.9,unemp_rate,1991-08-01
173,6.8,unemp_rate,1991-07-01
174,6.9,unemp_rate,1991-06-01
175,6.9,unemp_rate,1991-05-01
176,6.7,unemp_rate,1991-04-01
177,6.8,unemp_rate,1991-03-01
178,6.6,unemp_rate,1991-02-01
179,6.4,unemp_rate,1991-01-01
180,6.3,unemp_rate,1990-12-01
181,6.2,unemp_rate,1990-11-01
182,5.9,unemp_rate,1990-10-01
183,5.9,unemp_rate,1990-09-01
184,5.7,unemp_rate,1990-08-01
185,5.5,unemp_rate,1990-07-01
186,5.2,unemp_rate,1990-06-01
187,5.4,unemp_rate,1990-05-01
188,5.4,unemp_rate,1990-04-01
189,5.2,unemp_rate,1990-03-01
190,5.3,unemp_rate,1990-02-01
191,5.4,unemp_rate,1990-01-01
192,5.4,unemp_rate,1989-12-01
193,5.4,unemp_rate,1989-11-01
194,5.3,unemp_rate,1989-10-01
195,5.3,unemp_rate,1989-09-01
196,5.2,unemp_rate,1989-08-01
197,5.2,unemp_rate,1989-07-01
198,5.3,unemp_rate,1989-06-01
199,5.2,unemp_rate,1989-05-01
200,5.2,unemp_rate,1989-04-01
201,5.0,unemp_rate,1989-03-01
202,5.2,unemp_rate,1989-02-01
203,5.4,unemp_rate,1989-01-01
204,5.3,unemp_rate,1988-12-01
205,5.3,unemp_rate,1988-11-01
206,5.4,unemp_rate,1988-10-01
207,5.4,unemp_rate,1988-09-01
208,5.6,unemp_rate,1988-08-01
209,5.4,unemp_rate,1988-07-01
210,5.4,unemp_rate,1988-06-01
211,5.6,unemp_rate,1988-05-01
212,5.4,unemp_rate,1988-04-01
213,5.7,unemp_rate,1988-03-01
214,5.7,unemp_rate,1988-02-01
215,5.7,unemp_rate,1988-01-01
216,5.7,unemp_rate,1987-12-01
217,5.8,unemp_rate,1987-11-01
218,6.0,unemp_rate,1987-10-01
219,5.9,unemp_rate,1987-09-01
220,6.0,unemp_rate,1987-08-01
221,6.1,unemp_rate,1987-07-01
222,6.2,unemp_rate,1987-06-01
223,6.3,unemp_rate,1987-05-01
224,6.3,unemp_rate,1987-04-01
225,6.6,unemp_rate,1987-03-01
226,6.6,unemp_rate,1987-02-01
227,6.6,unemp_rate,1987-01-01
228,6.6,unemp_rate,1986-12-01
229,6.9,unemp_rate,1986-11-01
230,7.0,unemp_rate,1986-10-01
231,7.0,unemp_rate,1986-09-01
232,6.9,unemp_rate,1986-08-01
233,7.0,unemp_rate,1986-07-01
234,7.2,unemp_rate,1986-06-01
235,7.2,unemp_rate,1986-05-01
236,7.1,unemp_rate,1986-04-01
237,7.2,unemp_rate,1986-03-01
238,7.2,unemp_rate,1986-02-01
239,6.7,unemp_rate,1986-01-01
0,4.2,unemp_rate,2021-11-01
1,4.6,unemp_rate,2021-10-01
2,4.8,unemp_rate,2021-09-01
3,5.2,unemp_rate,2021-08-01
4,5.4,unemp_rate,2021-07-01
5,5.9,unemp_rate,2021-06-01
6,5.8,unemp_rate,2021-05-01
7,6.1,unemp_rate,2021-04-01
8,6.0,unemp_rate,2021-03-01
9,6.2,unemp_rate,2021-02-01
10,6.3,unemp_rate,2021-01-01
11,6.7,unemp_rate,2020-12-01
12,6.7,unemp_rate,2020-11-01
13,6.9,unemp_rate,2020-10-01
14,7.8,unemp_rate,2020-09-01
15,8.4,unemp_rate,2020-08-01
16,10.2,unemp_rate,2020-07-01
17,11.1,unemp_rate,2020-06-01
18,13.3,unemp_rate,2020-05-01
19,14.8,unemp_rate,2020-04-01
20,4.4,unemp_rate,2020-03-01
21,3.5,unemp_rate,2020-02-01
22,3.5,unemp_rate,2020-01-01
23,3.6,unemp_rate,2019-12-01
24,3.6,unemp_rate,2019-11-01
25,3.6,unemp_rate,2019-10-01
26,3.5,unemp_rate,2019-09-01
27,3.7,unemp_rate,2019-08-01
28,3.6,unemp_rate,2019-07-01
29,3.6,unemp_rate,2019-06-01
30,3.7,unemp_rate,2019-05-01
31,3.7,unemp_rate,2019-04-01
32,3.8,unemp_rate,2019-03-01
33,3.8,unemp_rate,2019-02-01
34,4.0,unemp_rate,2019-01-01
35,3.9,unemp_rate,2018-12-01
36,3.8,unemp_rate,2018-11-01
37,3.8,unemp_rate,2018-10-01
38,3.7,unemp_rate,2018-09-01
39,3.8,unemp_rate,2018-08-01
40,3.8,unemp_rate,2018-07-01
41,4.0,unemp_rate,2018-06-01
42,3.8,unemp_rate,2018-05-01
43,4.0,unemp_rate,2018-04-01
44,4.0,unemp_rate,2018-03-01
45,4.1,unemp_rate,2018-02-01
46,4.0,unemp_rate,2018-01-01
47,4.1,unemp_rate,2017-12-01
48,4.2,unemp_rate,2017-11-01
49,4.1,unemp_rate,2017-10-01
50,4.2,unemp_rate,2017-09-01
51,4.4,unemp_rate,2017-08-01
52,4.3,unemp_rate,2017-07-01
53,4.3,unemp_rate,2017-06-01
54,4.4,unemp_rate,2017-05-01
55,4.5,unemp_rate,2017-04-01
56,4.4,unemp_rate,2017-03-01
57,4.6,unemp_rate,2017-02-01
58,4.7,unemp_rate,2017-01-01
59,4.7,unemp_rate,2016-12-01
60,4.7,unemp_rate,2016-11-01
61,4.9,unemp_rate,2016-10-01
62,5.0,unemp_rate,2016-09-01
63,4.9,unemp_rate,2016-08-01
64,4.8,unemp_rate,2016-07-01
65,4.9,unemp_rate,2016-06-01
66,4.8,unemp_rate,2016-05-01
67,5.1,unemp_rate,2016-04-01
68,5.0,unemp_rate,2016-03-01
69,4.9,unemp_rate,2016-02-01
70,4.8,unemp_rate,2016-01-01
71,5.0,unemp_rate,2015-12-01
72,5.1,unemp_rate,2015-11-01
73,5.0,unemp_rate,2015-10-01
74,5.0,unemp_rate,2015-09-01
75,5.1,unemp_rate,2015-08-01
76,5.2,unemp_rate,2015-07-01
77,5.3,unemp_rate,2015-06-01
78,5.6,unemp_rate,2015-05-01
79,5.4,unemp_rate,2015-04-01
80,5.4,unemp_rate,2015-03-01
81,5.5,unemp_rate,2015-02-01
82,5.7,unemp_rate,2015-01-01
83,5.6,unemp_rate,2014-12-01
84,5.8,unemp_rate,2014-11-01
